local_id	std_id	new_or_modified	MRB_ID	hydseq	sqkm	demtarea	meanq	delivery_target	pname	headflag	termflag	rchtype	meanv	rchtot	length_m	EDANAME	RR	HUC6	station_id	station_name	basin_delineation	edacode	ex_calib	staid	HUC8	del_frac	mean_del_frac	se_del_frac	ci_lo_del_frac	ci_hi_del_frac
8794	8794	F	8794	3852	31.47	319.06	406.94	0	TALLASSEEHATCHEE R	0	0	0	1.4	0.13177	4858.70288	Mobile Bay	03150107057	31501				G150x			03150107	0.7702700432	0.77311843	0.1303919335	0.604045407	1.0099041854
8793	8793	F	8793	3853	83.9	519.03003	577.74	0	TALLASSEEHATCHEE R	0	0	0	1.63	0.22112	9492.16957	Mobile Bay	03150107056	31501				G150x			03150107	0.7944366645	0.7962695021	0.1344379855	0.6142823798	1.0530722781
8818	8818	F	8818	3854	134.04	134.03999	90.7	0	WEDOWEE CR	1	0	0	0.94	1.56928	38849.76646	Mobile Bay	03150108002	31501				G150x			03150108	0.5306469128	0.5293866606	0.1196475468	0.38800584	0.7615557834
8821	8821	F	8821	3855	49.82	49.82	41.62	0	BEAR CR	1	0	0	0.67	0.9271	16359.08494	Mobile Bay	03150108005	31501				G150x			03150108	0.5010397713	0.500858483	0.1143041082	0.3681464898	0.7194445112
8823	8823	F	8823	3856	37.79	37.790001	35.65	0	CANE CR	1	0	0	0.62	0.89354	14590.34034	Mobile Bay	03150108007	31501				G150x			03150108	0.4616448962	0.4624807891	0.1087910243	0.3300923924	0.6681256374
8825	8825	F	8825	3857	58.84	58.84	39.21	0	*A	1	0	0	0.65	0.92502	15835.25768	Mobile Bay	03150108009	31501				G150x			03150108	0.4531158467	0.4541081816	0.1078211726	0.3268186623	0.6618185624
8828	8828	F	8828	3858	71.08	71.080002	56.15	0	BUFFALO CR	1	0	0	0.76	0.99022	19820.06047	Mobile Bay	03150108012	31501				G150x			03150108	0.383322289	0.3847282349	0.1023760269	0.2720736253	0.5900274164
8830	8830	F	8830	3859	268.98	268.98001	156.13	0	LITTLE TALLAPOOSA R	1	0	0	1.17	1.17136	36094.01278	Mobile Bay	03150108014	31501				G150x			03150108	0.363289678	0.3645268611	0.101460389	0.2539203535	0.5691375577
8831	8831	F	8831	3860	91.2	91.199997	42.91	0	*B	1	0	0	0.68	0.84553	15142.47811	Mobile Bay	03150108015	31501				G150x			03150108	0.363289678	0.3645268611	0.101460389	0.2539203535	0.5691375577
8829	8829	F	8829	3861	49.06	409.23999	230.08	0	LITTLE TALLAPOOSA R	0	0	0	1.08	0.3842	10927.94429	Mobile Bay	03150108013	31501				G150x			03150108	0.383322289	0.3847282349	0.1023760269	0.2720736253	0.5900274164
8827	8827	F	8827	3862	158.97	639.29004	332.08	0	LITTLE TALLAPOOSA R	0	0	0	1.28	0.51669	17417.8956	Mobile Bay	03150108011	31501				G150x			03150108	0.4120157399	0.4134395469	0.1041309438	0.2931293788	0.6293450296
8833	8833	F	8833	3863	56.76	56.759998	40.01	0	TURKEY CR	1	0	0	0.65	0.94807	16229.81834	Mobile Bay	03150108017	31501				G150x			03150108	0.3491537748	0.3501945971	0.100933419	0.2406248297	0.5608571673
8834	8834	F	8834	3864	10.32	10.32	13.86	0	BIG INDIAN CR	1	0	0	0.42	0.50717	5609.94612	Mobile Bay	03150108018	31501				G150x			03150108	0.3491537748	0.3501945971	0.100933419	0.2406248297	0.5608571673
8832	8832	F	8832	3865	122.35	189.42999	110.51	0	BIG INDIAN CR	0	0	0	0.74	1.18497	23093.93377	Mobile Bay	03150108016	31501				G150x			03150108	0.4120157399	0.4134395469	0.1041309438	0.2931293788	0.6293450296
8826	8826	F	8826	3866	157.63	986.35004	496.46	0	LITTLE TALLAPOOSA R	0	0	0	1.22	0.68061	21868.36399	Mobile Bay	03150108010	31501				G150x			03150108	0.4531158467	0.4541081816	0.1078211726	0.3268186623	0.6618185624
661490	661490	F	661490	3867	5.48	1050.67	546.76	0	LITTLE TALLAPOOSA R	0	0	0	1.27	0.08337	2788.38303	Mobile Bay	03150108008	31501	21AWIC  .LTPAU01	Little Tallapoosa River at Randolph Co. Rd. 82		G150x			03150108	0.458424327	0.459321978	0.1084159255	0.3286963472	0.6657508693
8824	8824	F	8824	3868	1.45	1052.12	546.76	0	LITTLE TALLAPOOSA R	0	0	0	1.27	0.05011	1676.1866	Mobile Bay	03150108008	31501				G150x			03150108	0.4616448962	0.4624807891	0.1087910243	0.3300923924	0.6681256374
8822	8822	F	8822	3869	128.67	1218.5801	634.73	0	LITTLE TALLAPOOSA R	0	0	0	1.35	0.58615	20840.33019	Mobile Bay	03150108006	31501				G150x			03150108	0.5010397713	0.500858483	0.1143041082	0.3681464898	0.7194445112
8820	8820	F	8820	3870	43.21	1311.61	708.59	0	LITTLE TALLAPOOSA R	0	0	0	1.42	0.34159	12774.65815	Mobile Bay	03150108004	31501				G150x			03150108	0.5255304547	0.5244757193	0.1186474943	0.3852376252	0.7541502225
8835	8835	F	8835	3871	71.27	71.269997	52.23	0	PINEY CR	1	0	0	0.74	1.06268	20710.66196	Mobile Bay	03150108019	31501				G150x			03150108	0.5255304547	0.5244757193	0.1186474943	0.3852376252	0.7541502225
8819	8819	F	8819	3872	2.86	1385.74	767.76	0	LITTLE TALLAPOOSA R	0	0	0	1.47	0.06935	2684.79975	Mobile Bay	03150108003	31501				G150x			03150108	0.5306469128	0.5293866606	0.1196475468	0.38800584	0.7615557834
8817	8817	F	8817	3873	33.64	1553.42	878.78	0	LITTLE TALLAPOOSA R	0	0	0	1.55	0.35837	14629.11705	Mobile Bay	03150108001	31501				G150x			03150108	0.557891112	0.5554039559	0.1255221005	0.4031924932	0.7931124633
8839	8839	F	8839	3874	64.95	64.949997	46.55	0	DYNE CR	1	0	0	0.7	0.79704	14693.8393	Mobile Bay	03150108023	31501				G150x			03150108	0.5440394342	0.540919572	0.1303259064	0.3875387953	0.7911161869
8842	8842	F	8842	3875	45.64	45.639999	45.63	0	SILAS CR	1	0	0	0.69	0.63554	11549.11408	Mobile Bay	03150108026	31501				G150x			03150108	0.4973913123	0.4962164077	0.1203628595	0.3567850741	0.7321467575
8844	8844	F	8844	3876	21	21	30.42	0	OWEN CR	1	0	0	0.58	0.50806	7760.68283	Mobile Bay	03150108028	31501				G150x			03150108	0.4758398879	0.4753358794	0.1166343512	0.3431437628	0.6976167441
8846	8846	F	8846	3877	38.83	38.830002	36.12	0	KELLEY CR	1	0	0	0.63	0.55564	9219.25861	Mobile Bay	03150108030	31501				G150x			03150108	0.4605123135	0.4603965265	0.1143016546	0.3313352222	0.6811541002
8848	8848	F	8848	3878	95.43	95.43	39.49	0	BEACH CR	1	0	0	0.65	0.64426	11028.96349	Mobile Bay	03150108032	31501				G150x			03150108	0.41834544	0.4189114885	0.10914045	0.2969278526	0.6448398087
8850	8850	F	8850	3879	94.97	94.970001	78.54	0	LITTLE R	1	0	0	0.88	0.84347	19548.39518	Mobile Bay	03150108034	31501				G150x			03150108	0.3856361837	0.3863367011	0.106235551	0.2705535983	0.6089038563
8852	8852	F	8852	3880	44.6	44.599998	45.78	0	BROOKS CR	1	0	0	0.7	0.6971	12851.48183	Mobile Bay	03150108036	31501				G150x			03150108	0.3507190765	0.3511801562	0.1039493668	0.2376999794	0.5647507727
8853	8853	F	8853	3881	80.65	80.650002	57.8	0	TALLAPOOSA R	1	0	0	0.77	0.80005	16224.29275	Mobile Bay	03150108037	31501				G150x			03150108	0.3507190765	0.3511801562	0.1039493668	0.2376999794	0.5647507727
8851	8851	F	8851	3882	129.38	254.63	160.8	0	TALLAPOOSA R	0	0	0	0.9	0.67934	16102.39387	Mobile Bay	03150108035	31501				G150x			03150108	0.3856361837	0.3863367011	0.106235551	0.2705535983	0.6089038563
8849	8849	F	8849	3883	143.82	493.42001	306.3	0	TALLAPOOSA R	0	0	0	1.23	0.58274	18877.37035	Mobile Bay	03150108033	31501				G150x			03150108	0.41834544	0.4189114885	0.10914045	0.2969278526	0.6448398087
661540	661540	F	661540	3884	225.34	814.19006	446.85	0	TALLAPOOSA R	0	0	0	1.46	0.49398	18994.06039	Mobile Bay	03150108031	31501	21AWIC  .TA2	TALLAPOOSA RIVER		G150x			03150108	0.4482361339	0.4483775356	0.1126157275	0.3189603057	0.6718573166
8847	8847	F	8847	3885	99.13	913.32007	446.85	0	TALLAPOOSA R	0	0	0	1.46	0.1934	7436.52722	Mobile Bay	03150108031	31501				G150x			03150108	0.4605123135	0.4603965265	0.1143016546	0.3313352222	0.6811541002
8845	8845	F	8845	3886	42.35	994.50006	520.99	0	TALLAPOOSA R	0	0	0	1.56	0.23436	9628.66726	Mobile Bay	03150108029	31501				G150x			03150108	0.4758398879	0.4753358794	0.1166343512	0.3431437628	0.6976167441
8843	8843	F	8843	3887	51.21	1066.7101	605.91	0	TALLAPOOSA R	0	0	0	1.66	0.31706	13861.62841	Mobile Bay	03150108027	31501				G150x			03150108	0.4973913123	0.4962164077	0.1203628595	0.3567850741	0.7321467575
8841	8841	F	8841	3888	62.33	1174.6801	703.83	0	TALLAPOOSA R	0	0	0	1.77	0.30053	14009.50543	Mobile Bay	03150108025	31501				G150x			03150108	0.5187195331	0.5167383154	0.1245907	0.372028546	0.7610447105
8854	8854	F	8854	3889	162.25	162.25	97.14	0	CANE CR	1	0	0	0.96	1.22325	30927.46512	Mobile Bay	03150108038	31501				G150x			03150108	0.5187195331	0.5167383154	0.1245907	0.372028546	0.7610447105
8840	8840	F	8840	3890	119.84	1456.77	855.11	0	TALLAPOOSA R	0	0	0	1.91	0.34113	17159.68442	Mobile Bay	03150108024	31501				G150x			03150108	0.5440394342	0.540919572	0.1303259064	0.3875387953	0.7911161869
8838	8838	F	8838	3891	7.25	1528.9701	911.77	0	TALLAPOOSA R	0	0	0	1.96	0.06171	3185.48822	Mobile Bay	03150108022	31501				G150x			03150108	0.5487500629	0.5453968619	0.1314797514	0.390632698	0.7980509762
8855	8855	F	8855	3892	71.07	71.07	62.23	0	CHULAFINNEE CR	1	0	0	0.8	0.93697	19741.30889	Mobile Bay	03150108039	31501				G150x			03150108	0.5487500629	0.5453968619	0.1314797514	0.390632698	0.7980509762
8837	8837	F	8837	3893	47.46	1647.5	980.58	0	TALLAPOOSA R	0	0	0	2.01	0.03885	2056.7962	Mobile Bay	03150108021	31501				G150x			03150108	0.5517365747	0.5482319688	0.1322254455	0.3925931454	0.8024479737
8856	8856	F	8856	3894	134.97	134.97	86.01	0	KETCHEPEDRAKEE CR	1	0	0	0.92	1.12907	27356.97504	Mobile Bay	03150108040	31501				G150x			03150108	0.5517365747	0.5482319688	0.1322254455	0.3925931454	0.8024479737
8836	8836	F	8836	3895	273.11	2055.5801	1153.7	0	TALLAPOOSA R	0	0	0	2.14	0.57364	32330.48806	Mobile Bay	03150108020	31501				G150x			03150108	0.557891112	0.5554039559	0.1255221005	0.4031924932	0.7931124633
8887	8887	F	8887	3896	155.05	3764.05	2034.99	0	TALLAPOOSA R	0	0	0	2.14	0.32277	18191.18268	Mobile Bay	03150109040	31501				G150x			03150109	0.5613842186	0.5594142882	0.121775946	0.4102559182	0.7884238125
8859	8859	F	8859	3897	84.41	84.410004	35.96	0	SANDY CR, S FK	1	0	0	0.62	1.33094	21732.48933	Mobile Bay	03150109009	31501				G150x			03150109	0.5011210008	0.5033360903	0.0972130973	0.3817825608	0.6802790492
8860	8860	F	8860	3898	87.97	87.970001	28.5	0	LITTLE SANDY CR	1	0	0	0.56	1.1596	17102.39003	Mobile Bay	03150109010	31501				G150x			03150109	0.5011210008	0.5033360903	0.0972130973	0.3817825608	0.6802790492
8858	8858	F	8858	3899	85.99	258.37	86.85	0	SANDY CR, S FK	0	0	0	0.65	0.78774	13485.16779	Mobile Bay	03150109008	31501				G150x			03150109	0.5594201049	0.559789088	0.1043447617	0.4286310733	0.7543919938
8862	8862	F	8862	3900	40.16	40.16	21.58	0	*A	1	0	0	0.5	0.98595	12983.28044	Mobile Bay	03150109012	31501				G150x			03150109	0.5136070357	0.5155108734	0.0983801389	0.3912561726	0.6964155728
8863	8863	F	8863	3901	73.9	73.900002	20.78	0	SANDY CR, N FK	1	0	0	0.49	0.96598	12465.86503	Mobile Bay	03150109013	31501				G150x			03150109	0.5136070357	0.5155108734	0.0983801389	0.3912561726	0.6964155728
8861	8861	F	8861	3902	27.13	141.19	55.94	0	SANDY CR, N FK	0	0	0	0.51	0.61158	8214.57993	Mobile Bay	03150109011	31501				G150x			03150109	0.5594201049	0.559789088	0.1043447617	0.4286310733	0.7543919938
8857	8857	F	8857	3903	11.18	410.73999	147.85	0	SANDY CR	0	0	0	0.71	0.16499	3085.11834	Mobile Bay	03150109007	31501				G150x			03150109	0.5724646855	0.5722852744	0.1065496626	0.4391491601	0.7721356334
8864	8864	F	8864	3904	52.21	52.209999	26.64	0	BUCK CR	1	0	0	0.55	1.11091	16091.69116	Mobile Bay	03150109014	31501				G150x			03150109	0.5724646855	0.5722852744	0.1065496626	0.4391491601	0.7721356334
10271	10271	F	10271	3905	0.44	463.38998	176.09	0	SANDY CR	0	0	0	0.77	0.03913	793.55563	Mobile Bay	03150109006	31501				G150x			03150109	0.5756027776	0.5752841674	0.107114345	0.4416813229	0.7762700515
10274	10274	F	10274	3906	40.27	503.65997	176.09	0	SANDY CR	0	0	1	0.77	0.43847	8891.84298	Mobile Bay	03150109006	31501				G150x			03150109	0.5756027776	0.5752841674	0.107114345	0.4416813229	0.7762700515
8867	8867	F	8867	3907	16.62	16.620001	28.62	0	EAGLE CR	1	0	0	0.56	0.61354	9048.8412	Mobile Bay	03150109020	31501				G150x			03150109	0.5722012023	0.5715541657	0.1105203196	0.4356480602	0.7763753126
8869	8869	F	8869	3908	41.23	41.23	50.08	0	COUNTY LINE CR	1	0	0	0.72	0.8341	15816.43183	Mobile Bay	03150109022	31501				G150x			03150109	0.5704565511	0.5696247677	0.1122947514	0.4311893251	0.7765080006
8873	8873	F	8873	3909	91.35	91.349998	61.83	0	LITTLE CHATAHOSPEE	1	0	0	0.79	0.9404	19565.87971	Mobile Bay	03150109026	31501				G150x			03150109	0.5297288901	0.5305073402	0.105502624	0.4020573519	0.7273865516
8875	8875	F	8875	3910	48.4	48.400002	33.22	0	FINLEY CR	1	0	0	0.6	0.65835	10403.14898	Mobile Bay	03150109028	31501				G150x			03150109	0.4970661051	0.4987950795	0.1014730651	0.3745060901	0.6821781185
8876	8876	F	8876	3911	19.36	19.360001	26.06	0	CHATAHOSPEE CR	1	0	0	0.54	0.57825	8223.78436	Mobile Bay	03150109029	31501				G150x			03150109	0.4970661051	0.4987950795	0.1014730651	0.3745060901	0.6821781185
8874	8874	F	8874	3912	30.03	97.790001	83.81	0	CHATAHOSPEE CR	0	0	0	0.64	0.45554	7678.24059	Mobile Bay	03150109027	31501				G150x			03150109	0.5297288901	0.5305073402	0.105502624	0.4020573519	0.7273865516
8872	8872	F	8872	3913	10.67	199.81	161.48	0	CHATAHOSPEE CR	0	0	0	0.9	0.21034	4985.58658	Mobile Bay	03150109025	31501				G150x			03150109	0.5455265135	0.5457315769	0.1079313771	0.4144445309	0.7489705037
8877	8877	F	8877	3914	67.53	67.529999	55.19	0	ALLEN CR	1	0	0	0.75	0.87759	17334.56991	Mobile Bay	03150109030	31501				G150x			03150109	0.5455265135	0.5457315769	0.1079313771	0.4144445309	0.7489705037
8871	8871	F	8871	3915	41.18	308.51999	246.31	0	CHATAHOSPEE CR	0	0	0	1.11	0.31851	9311.21918	Mobile Bay	03150109024	31501				G150x			03150109	0.5703496656	0.569506205	0.1124040304	0.4309172098	0.7766462347
8879	8879	F	8879	3916	203.08	203.08	84.83	0	HIGH PINE CR	1	0	0	0.91	1.11423	26704.00261	Mobile Bay	03150109032	31501				G150x			03150109	0.5659770081	0.5646203868	0.1169268605	0.4221070234	0.7823449876
8884	8884	F	8884	3917	84.02	84.019997	81.41	0	CORNHOUSE CR	1	0	0	0.89	0.83443	19558.75021	Mobile Bay	03150109037	31501				G150x			03150109	0.5491264951	0.5480250995	0.1170834	0.4037773502	0.7664064274
8885	8885	F	8885	3918	48.95	48.950001	49.38	0	WILD CAT CR	1	0	0	0.72	0.62817	11911.49021	Mobile Bay	03150109038	31501				G150x			03150109	0.5491264951	0.5480250995	0.1170834	0.4037773502	0.7664064274
8883	8883	F	8883	3919	12.59	145.56	147.47	0	CORNHOUSE CR	0	0	0	0.86	0.17944	4064.11538	Mobile Bay	03150109036	31501				G150x			03150109	0.5630666056	0.5613301531	0.1199889618	0.4143662594	0.7861858538
8889	8889	F	8889	3920	145.31	145.31	163.25	0	CROOKED CR	1	0	0	1.19	0.8336	26125.47536	Mobile Bay	03150109042	31501				G150x			03150109	0.5455174503	0.5442730485	0.1184088977	0.3988535155	0.7667660031
8890	8890	F	8890	3921	97.41	97.410004	68.73	0	WESOBULGA CR	1	0	0	0.83	0.75964	16605.2682	Mobile Bay	03150109043	31501				G150x			03150109	0.5455174503	0.5442730485	0.1184088977	0.3988535155	0.7667660031
8888	8888	F	8888	3922	11.82	254.54001	257.34	0	CROOKED CR	0	0	0	1.14	0.20522	6161.57431	Mobile Bay	03150109041	31501				G150x			03150109	0.5613842186	0.5594142882	0.121775946	0.4102559182	0.7884238125
8886	8886	F	8886	3923	27.96	4046.55	2330.36	0	TALLAPOOSA R	0	0	0	2.24	0.15474	9128.92526	Mobile Bay	03150109039	31501				G150x			03150109	0.5630666056	0.5613301531	0.1199889618	0.4143662594	0.7861858538
8882	8882	F	8882	3924	67.01	4259.1196	2505.87	0	TALLAPOOSA R	0	0	0	2.3	0.11122	6736.86466	Mobile Bay	03150109035	31501				G150x			03150109	0.5642789414	0.5627044189	0.1187087722	0.4175781374	0.7845812369
8891	8891	F	8891	3925	26.93	26.93	38.04	0	CEDAR CR	1	0	0	0.64	0.54661	9213.25457	Mobile Bay	03150109044	31501				G150x			03150109	0.5642789414	0.5627044189	0.1187087722	0.4175781374	0.7845812369
8881	8881	F	8881	3926	48.25	4334.2998	2566.21	0	TALLAPOOSA R	0	0	0	2.32	0.09033	5519.44015	Mobile Bay	03150109034	31501				G150x			03150109	0.5652654897	0.5638188303	0.1176718786	0.4202050537	0.783280419
8892	8892	F	8892	3927	29.37	29.370001	31.17	0	*B	1	0	0	0.59	0.62861	9767.7595	Mobile Bay	03150109045	31501				G150x			03150109	0.5652654897	0.5638188303	0.1176718786	0.4202050537	0.783280419
8880	8880	F	8880	3928	9.9	4373.5698	2610.15	0	TALLAPOOSA R	0	0	0	2.33	0.06505	3991.47327	Mobile Bay	03150109033	31501				G150x			03150109	0.5659770081	0.5646203868	0.1169268605	0.4221070234	0.7823449876
8902	8902	F	8902	3929	31.38	4608.0298	2717.47	0	TALLAPOOSA R	0	0	0	2.37	0.11225	7006.40596	Mobile Bay	03150109057	31501				G150x			03150109	0.5672069079	0.5660016122	0.1156448093	0.4253211065	0.7807334375
8893	8893	F	8893	3930	168.57	168.57001	90.45	0	EMUCKFAW CR	1	0	0	0.93	1.16788	28604.88221	Mobile Bay	03150109046	31501				G150x			03150109	0.5736361721	0.5731328105	0.1090745076	0.4391987768	0.7763308299
8894	8894	F	8894	3931	46.88	46.880001	51.61	0	*C	1	0	0	0.73	0.84834	16309.88035	Mobile Bay	03150109047	31501				G150x			03150109	0.5752903026	0.5749432769	0.1074240881	0.4414472342	0.7762796944
8896	8896	F	8896	3932	295.78	295.78	166.05	0	ENITACHOPCO CR	1	0	0	1.2	1.33274	42119.74773	Mobile Bay	03150109051	31501				G150x			03150109	0.5342696384	0.53555718	0.1007341145	0.4083878258	0.7231013616
8897	8897	F	8897	3933	188.1	188.10001	108.15	0	HILLABEE CR	1	0	0	1.01	1.02726	27324.98219	Mobile Bay	03150109052	31501				G150x			03150109	0.5342696384	0.53555718	0.1007341145	0.4083878258	0.7231013616
8895	8895	F	8895	3934	45.31	529.19	330.51	0	HILLABEE CR	0	0	0	1.28	0.28155	9491.21399	Mobile Bay	03150109050	31501				G150x			03150109	0.5557037224	0.5562199833	0.1037584343	0.4257860539	0.7493375023
8899	8899	F	8899	3935	17.06	17.059999	24.29	0	HACKNEY CR	1	0	0	0.53	0.21007	2932.29588	Mobile Bay	03150109054	31501				G150x			03150109	0.5394139028	0.5405285293	0.1014049476	0.4125244352	0.729709058
8900	8900	F	8900	3936	45.79	45.790001	16.19	0	TOWN CR	1	0	0	0.44	0.16807	1947.55497	Mobile Bay	03150109055	31501				G150x			03150109	0.5394139028	0.5405285293	0.1014049476	0.4125244352	0.729709058
8898	8898	F	8898	3937	9.41	72.259995	67.48	0	HACKNEY CR	0	0	0	0.56	0.21296	3140.77668	Mobile Bay	03150109053	31501				G150x			03150109	0.5557037224	0.5562199833	0.1037584343	0.4257860539	0.7493375023
10119	10119	F	10119	3938	125.64	727.09003	451.39	0	HILLABEE CR	0	0	0	1.17	0.25183	7759.76539	Mobile Bay	03150109049	31501				G150x			03150109	0.5756027776	0.5752841674	0.107114345	0.4416813229	0.7762700515
8901	8901	F	8901	3939	196.83	196.83	78.7	0	CHIKASANOXEE CR	1	0	0	0.88	1.07102	24822.10451	Mobile Bay	03150109056	31501				G150x			03150109	0.5672069079	0.5660016122	0.1156448093	0.4253211065	0.7807334375
8878	8878	F	8878	3940	76.08	4880.9399	2853.4	0	TALLAPOOSA R	0	0	0	2.41	0.28573	18135.75524	Mobile Bay	03150109031	31501				G150x			03150109	0.5703496656	0.569506205	0.1124040304	0.4309172098	0.7766462347
8870	8870	F	8870	3941	0.4	5189.8599	3101.75	0	TALLAPOOSA R	0	0	0	2.48	0.00969	632.99588	Mobile Bay	03150109023	31501				G150x			03150109	0.5704565511	0.5696247677	0.1122947514	0.4311893251	0.7765080006
8868	8868	F	8868	3942	58.62	5289.71	3185.04	0	TALLAPOOSA R	0	0	0	2.5	0.15791	10397.00851	Mobile Bay	03150109021	31501				G150x			03150109	0.5722012023	0.5715541657	0.1105203196	0.4356480602	0.7763753126
8866	8866	F	8866	3943	26.83	5333.1602	3240.74	0	TALLAPOOSA R	0	0	0	2.51	0.12952	8561.78252	Mobile Bay	03150109019	31501				G150x			03150109	0.5736361721	0.5731328105	0.1090745076	0.4391987768	0.7763308299
8865	8865	F	8865	3944	60.65	5562.3799	3362.87	0	TALLAPOOSA R	0	0	0	2.54	0.1489	9960.88391	Mobile Bay	03150109018	31501				G150x			03150109	0.5752903026	0.5749432769	0.1074240881	0.4414472342	0.7762796944
10120	10120	F	10120	3945	3.57	5612.8296	3419.59	0	TALLAPOOSA R	0	0	0	2.56	0.02808	1893.4794	Mobile Bay	03150109017	31501				G150x			03150109	0.5756027776	0.5752841674	0.107114345	0.4416813229	0.7762700515
10273	10273	F	10273	3946	347.54	6687.46	3919.45	0	TALLAPOOSA R	0	0	1	2.14	0.37616	21200.67365	Mobile Bay	03150109015	31501				G150x			03150109	0.5756027776	0.5752841674	0.107114345	0.4416813229	0.7762700515
10272	10272	F	10272	3947	536.62	7727.7402	4154.68	0	TALLAPOOSA R	0	0	2	2.19	0.29024	16740.24813	Mobile Bay	03150109001	31501				G150x			03150109	0.8282661626	0.8288777573	0.1470109401	0.6305465763	1.1005656435
8939	8939	F	8939	3948	2.05	7729.79	4159.9	0	TALLAPOOSA R	0	0	0	2.19	0.02291	1321.30472	Mobile Bay	03150110037	31501				G150x			03150110	0.8286331949	0.8292944415	0.1465235752	0.6314728209	1.0999544126
8905	8905	F	8905	3949	70.76	70.760002	28.35	0	MILLER CR	1	0	0	0.56	0.98867	14581.45303	Mobile Bay	03150110003	31501				G150x			03150110	0.8460960337	0.8481517721	0.1307480011	0.6671543589	1.0846596043
8908	8908	F	8908	3950	118.76	118.76	35.82	0	JOHNSONS CR	1	0	0	0.62	1.14035	18620.45552	Mobile Bay	03150110006	31501				G150x			03150110	0.794855352	0.7987656655	0.1254391607	0.6295721808	1.0157874889
8911	8911	F	8911	3951	70.29	70.290001	35.51	0	PANTHER CR	1	0	0	0.62	1.12118	18307.45834	Mobile Bay	03150110009	31501				G150x			03150110	0.7545365849	0.7596952802	0.1215385142	0.589088192	0.9814132228
8912	8912	F	8912	3952	196.07	196.07001	58.88	0	LINE CR	1	0	0	0.78	1.48215	30447.15716	Mobile Bay	03150110010	31501				G150x			03150110	0.7545365849	0.7596952802	0.1215385142	0.589088192	0.9814132228
8910	8910	F	8910	3953	6.04	272.40002	103.73	0	LINE CR	0	0	0	0.71	0.25368	4743.62612	Mobile Bay	03150110008	31501				G150x			03150110	0.7817576222	0.7861093816	0.123997527	0.6190286161	1.0050320553
8915	8915	F	8915	3954	118.14	118.14	32.71	0	BUGHALL CR	1	0	0	0.6	1.06836	16882.13914	Mobile Bay	03150110013	31501				G150x			03150110	0.6756591913	0.6823003224	0.1181204171	0.5192173717	0.907715589
8916	8916	F	8916	3955	102.64	102.64	33.64	0	SLAUGHTER CR	1	0	0	0.61	1.07875	17330.43493	Mobile Bay	03150110014	31501				G150x			03150110	0.6756591913	0.6823003224	0.1181204171	0.5192173717	0.907715589
8914	8914	F	8914	3956	44.2	264.98001	84.42	0	BUGHALL CR	0	0	0	0.64	0.55182	9301.16573	Mobile Bay	03150110012	31501				G150x			03150110	0.7298084827	0.7355697291	0.1199055562	0.57016714	0.9622257323
8917	8917	F	8917	3957	73.38	73.379997	47.97	0	OLD TOWN CR	1	0	0	0.71	1.329	24850.91698	Mobile Bay	03150110015	31501				G150x			03150110	0.7298084827	0.7355697291	0.1199055562	0.57016714	0.9622257323
8913	8913	F	8913	3958	42.64	381	154.51	0	OLD TOWN CR	0	0	0	0.88	0.49219	11407.09244	Mobile Bay	03150110011	31501				G150x			03150110	0.7817576222	0.7861093816	0.123997527	0.6190286161	1.0050320553
8909	8909	F	8909	3959	11.25	664.65002	263.85	0	LINE CR	0	0	0	0.92	0.11893	2881.73023	Mobile Bay	03150110007	31501				G150x			03150110	0.794855352	0.7987656655	0.1254391607	0.6295721808	1.0157874889
8907	8907	F	8907	3960	49.94	833.35004	322.11	0	LINE CR	0	0	0	1.01	0.43593	11595.66719	Mobile Bay	03150110005	31501				G150x			03150110	0.8447686562	0.8466839375	0.132529868	0.6636928581	1.086797116
8919	8919	F	8919	3961	372.24	372.23999	95.32	0	CUBAHATCHEE	1	0	0	0.96	1.95024	49308.0265	Mobile Bay	03150110017	31501				G150x			03150110	0.8438930001	0.845713234	0.1337043165	0.6614162218	1.0882113577
8921	8921	F	8921	3962	396.94	396.94	105.29	0	CALEBEE CR	1	0	0	1	2.06169	54297.87677	Mobile Bay	03150110019	31501				G150x			03150110	0.8411392212	0.8426481799	0.137392393	0.654292152	1.0926805243
8927	8927	F	8927	3963	265.29	265.29001	139.31	0	OPINTLOCCO CR	1	0	0	1.12	1.26421	37290.46953	Mobile Bay	03150110025	31501				G150x			03150110	0.7523221372	0.7566453334	0.1296474729	0.5781531354	0.9963664241
8928	8928	F	8928	3964	386.36	386.35999	163.93	0	CHEWACLA CR	1	0	2	1.19	1.40415	44006.9559	Mobile Bay	03150110026	31501				G150x			03150110	0.7523221372	0.7566453334	0.1296474729	0.5781531354	0.9963664241
8926	8926	F	8926	3965	36.19	687.84003	331.47	0	UPAHEE CR	0	0	0	1.28	0.22654	7636.91884	Mobile Bay	03150110024	31501				G150x			03150110	0.7765134215	0.7800842719	0.1323170563	0.6040845185	1.0145747189
8929	8929	F	8929	3966	161.95	161.95	90.67	0	*A	1	0	0	0.94	0.98581	24405.11853	Mobile Bay	03150110027	31501				G150x			03150110	0.7765134215	0.7800842719	0.1323170563	0.6040845185	1.0145747189
8925	8925	F	8925	3967	245.53	1095.3201	486.54	0	UPAHEE CR	0	0	0	1.52	0.54524	21826.96058	Mobile Bay	03150110023	31501				G150x			03150110	0.8379747806	0.8391029	0.1416203964	0.6461720488	1.0978570569
